datum,artikel_id,menge
2026-07-11,TF-018,2
2026-07-12,FK-002,2
2026-07-12,FK-007,2
2026-07-12,FK-011,4
2026-07-12,FK-015,5
2026-07-12,FK-019,1
2026-07-12,NM-001,3
2026-07-12,NM-003,3
2026-07-12,NM-005,1
2026-07-12,NU-001,5
2026-07-12,NU-002,9
2026-07-12,NU-005,3
2026-07-12,NU-007,8
2026-07-12,NU-011,3
2026-07-12,NU-019,1
2026-07-12,TF-001,5
2026-07-12,TF-002,7
2026-07-12,TF-004,8
2026-07-12,TF-006,4
2026-07-12,TF-009,4
2026-07-12,TF-013,2
2026-07-12,TF-018,2
2026-07-13,FK-002,2
2026-07-13,FK-007,2
2026-07-13,FK-011,5
2026-07-13,FK-015,6
2026-07-13,FK-019,1
2026-07-13,NM-001,3
2026-07-13,NM-003,4
2026-07-13,NM-005,2
2026-07-13,NU-001,6
2026-07-13,NU-002,10
2026-07-13,NU-005,4
2026-07-13,NU-007,9
2026-07-13,NU-011,3
2026-07-13,NU-019,1
2026-07-13,TF-001,6
2026-07-13,TF-002,8
2026-07-13,TF-004,9
2026-07-13,TF-006,5
2026-07-13,TF-009,5
2026-07-13,TF-013,3
2026-07-13,TF-018,2
2026-07-14,FK-002,2
2026-07-14,FK-007,2
2026-07-14,FK-011,5
2026-07-14,FK-015,5
2026-07-14,FK-019,1
2026-07-14,NM-001,3
2026-07-14,NM-003,3
2026-07-14,NM-005,1
2026-07-14,NU-001,6
2026-07-14,NU-002,10
2026-07-14,NU-005,4
2026-07-14,NU-007,9
2026-07-14,NU-011,3
2026-07-14,NU-019,1
2026-07-14,TF-001,6
2026-07-14,TF-002,8
2026-07-14,TF-004,9
2026-07-14,TF-006,5
2026-07-14,TF-009,5
2026-07-14,TF-013,2
2026-07-14,TF-018,2
2026-07-15,FK-002,2
2026-07-15,FK-007,2
2026-07-15,FK-011,5
2026-07-15,FK-015,5
2026-07-15,FK-019,1
2026-07-15,NM-001,3
2026-07-15,NM-003,3
2026-07-15,NM-005,1
2026-07-15,NU-001,6
2026-07-15,NU-002,10
2026-07-15,NU-005,4
2026-07-15,NU-007,9
2026-07-15,NU-011,3
2026-07-15,NU-019,1
2026-07-15,TF-001,6
2026-07-15,TF-002,8
2026-07-15,TF-004,9
2026-07-15,TF-006,5
2026-07-15,TF-009,5
2026-07-15,TF-013,2
2026-07-15,TF-018,2
2026-07-16,FK-002,2
2026-07-16,FK-007,2
2026-07-16,FK-011,5
2026-07-16,FK-015,6
2026-07-16,FK-019,1
2026-07-16,NM-001,3
2026-07-16,NM-003,4
2026-07-16,NM-005,2
2026-07-16,NU-001,6
2026-07-16,NU-002,10
2026-07-16,NU-005,4
2026-07-16,NU-007,9
2026-07-16,NU-011,3
2026-07-16,NU-019,1
2026-07-16,TF-001,6
2026-07-16,TF-002,8
2026-07-16,TF-004,9
2026-07-16,TF-006,5
2026-07-16,TF-009,5
2026-07-16,TF-013,3
2026-07-16,TF-018,2
2026-07-17,FK-002,2
2026-07-17,FK-007,2
2026-07-17,FK-011,6
2026-07-17,FK-015,6
2026-07-17,FK-019,1
2026-07-17,NM-001,3
2026-07-17,NM-003,4
2026-07-17,NM-005,2
2026-07-17,NM-008,1
2026-07-17,NU-001,7
2026-07-17,NU-002,11
2026-07-17,NU-005,5
2026-07-17,NU-007,10
2026-07-17,NU-011,3
2026-07-17,NU-019,1
2026-07-17,TF-001,7
2026-07-17,TF-002,9
2026-07-17,TF-004,10
2026-07-17,TF-006,6
2026-07-17,TF-009,6
2026-07-17,TF-013,3
2026-07-17,TF-018,2
2026-07-17,TF-025,5
2026-07-18,FK-002,2
2026-07-18,FK-007,2
2026-07-18,FK-011,4
2026-07-18,FK-015,5
2026-07-18,FK-019,1
2026-07-18,NM-001,3
2026-07-18,NM-003,3
2026-07-18,NM-005,1
2026-07-18,NU-001,5
2026-07-18,NU-002,9
2026-07-18,NU-005,4
2026-07-18,NU-007,8
2026-07-18,NU-011,3
2026-07-18,NU-019,1
2026-07-18,TF-001,6
2026-07-18,TF-002,7
2026-07-18,TF-004,8
2026-07-18,TF-006,4
2026-07-18,TF-009,4
2026-07-18,TF-013,2
2026-07-18,TF-018,2
2026-07-18,TF-025,4
2026-07-19,FK-002,2
2026-07-19,FK-007,2
2026-07-19,FK-011,4
2026-07-19,FK-015,5
2026-07-19,FK-019,1
2026-07-19,NM-001,3
2026-07-19,NM-003,3
2026-07-19,NM-005,1
2026-07-19,NU-001,5
2026-07-19,NU-002,9
2026-07-19,NU-005,3
2026-07-19,NU-007,8
2026-07-19,NU-011,3
2026-07-19,NU-019,1
2026-07-19,TF-001,5
2026-07-19,TF-002,7
2026-07-19,TF-004,8
2026-07-19,TF-006,4
2026-07-19,TF-009,4
2026-07-19,TF-013,2
2026-07-19,TF-018,2
2026-07-19,TF-025,3
2026-07-20,FK-002,2
2026-07-20,FK-007,2
2026-07-20,FK-011,5
2026-07-20,FK-015,6
2026-07-20,FK-019,1
2026-07-20,NM-001,3
2026-07-20,NM-003,4
2026-07-20,NM-005,2
2026-07-20,NU-001,6
2026-07-20,NU-002,10
2026-07-20,NU-005,4
2026-07-20,NU-007,9
2026-07-20,NU-011,3
2026-07-20,NU-019,1
2026-07-20,TF-001,6
2026-07-20,TF-002,8
2026-07-20,TF-004,9
2026-07-20,TF-006,5
2026-07-20,TF-009,5
2026-07-20,TF-013,3
2026-07-20,TF-018,2
2026-07-20,TF-025,4
2026-07-21,FK-002,2
2026-07-21,FK-007,2
2026-07-21,FK-011,5
2026-07-21,FK-015,5
2026-07-21,FK-019,1
2026-07-21,NM-001,3
2026-07-21,NM-003,3
2026-07-21,NM-005,1
2026-07-21,NU-001,6
2026-07-21,NU-002,10
2026-07-21,NU-005,4
2026-07-21,NU-007,9
2026-07-21,NU-011,3
2026-07-21,NU-019,1
2026-07-21,TF-001,6
2026-07-21,TF-002,8
2026-07-21,TF-004,9
2026-07-21,TF-006,5
2026-07-21,TF-009,5
2026-07-21,TF-013,2
2026-07-21,TF-018,2
2026-07-21,TF-025,4
2026-07-22,FK-002,2
2026-07-22,FK-007,2
2026-07-22,FK-011,5
2026-07-22,FK-015,5
2026-07-22,FK-019,1
2026-07-22,NM-001,3
2026-07-22,NM-003,3
2026-07-22,NM-005,1
2026-07-22,NU-001,6
2026-07-22,NU-002,10
2026-07-22,NU-005,4
2026-07-22,NU-007,9
2026-07-22,NU-011,3
2026-07-22,NU-019,1
2026-07-22,TF-001,6
2026-07-22,TF-002,8
2026-07-22,TF-004,9
2026-07-22,TF-006,5
2026-07-22,TF-009,5
2026-07-22,TF-013,2
2026-07-22,TF-018,2
2026-07-22,TF-025,4
2026-07-23,FK-002,2
2026-07-23,FK-007,2
2026-07-23,FK-011,5
2026-07-23,FK-015,6
2026-07-23,FK-019,1
2026-07-23,NM-001,3
2026-07-23,NM-003,4
2026-07-23,NM-005,2
2026-07-23,NU-001,6
2026-07-23,NU-002,10
2026-07-23,NU-005,4
2026-07-23,NU-007,9
2026-07-23,NU-011,3
2026-07-23,NU-019,1
2026-07-23,TF-001,6
2026-07-23,TF-002,8
2026-07-23,TF-004,9
2026-07-23,TF-006,5
2026-07-23,TF-009,5
2026-07-23,TF-013,3
2026-07-23,TF-018,2
2026-07-23,TF-025,4
2026-07-24,FK-002,2
2026-07-24,FK-007,2
2026-07-24,FK-011,6
2026-07-24,FK-015,6
2026-07-24,FK-019,1
2026-07-24,NM-001,3
2026-07-24,NM-003,4
2026-07-24,NM-005,2
2026-07-24,NU-001,7
2026-07-24,NU-002,11
2026-07-24,NU-005,4
2026-07-24,NU-007,10
2026-07-24,NU-011,3
2026-07-24,NU-019,1
2026-07-24,TF-001,7
2026-07-24,TF-002,9
2026-07-24,TF-004,10
2026-07-24,TF-006,6
2026-07-24,TF-009,6
2026-07-24,TF-013,3
2026-07-24,TF-018,2
2026-07-24,TF-025,4
